date,Open,High,Low,Close,Volume,Close_MA_30,Close_MA_90,Close_Pct_Change,Volume_MA_30,Year,Month,Quarter,Earnings_Month_Flag
2025-05-06,162.17,164.8,161.19,163.23,19460158.0,,,,,2025,5,2,False
2025-05-05,163.0,165.39,162.72,164.21,21341814.0,,,0.006003798321387199,,2025,5,2,False
2025-05-02,163.405,164.97,161.87,164.03,25715005.0,,,-0.0010961573594787666,,2025,5,2,False
2025-05-01,160.45,161.95,158.91,161.3,30203248.0,,,-0.016643296957873477,,2025,5,2,False
2025-04-30,157.975,159.27,155.4,158.8,34981059.0,,,-0.015499070055796649,,2025,4,2,True
2025-04-29,160.325,160.74,157.52,160.16,26808958.0,,,0.008564231738035222,,2025,4,2,True
2025-04-28,162.425,163.15,158.6,160.61,29745782.0,,,0.0028096903096903603,,2025,4,2,True
2025-04-25,165.07,166.1,161.04,161.96,56033995.0,,,0.008405454205840268,,2025,4,2,True
2025-04-24,156.15,159.59,155.79,159.28,45893951.0,,,-0.016547295628550285,,2025,4,2,True
2025-04-23,155.61,157.525,153.81,155.35,31128833.0,,,-0.024673530889000594,,2025,4,2,True
2025-04-22,148.89,152.19,148.54,151.47,26971774.0,,,-0.02497586095912452,,2025,4,2,True
2025-04-21,148.88,148.945,146.1,147.67,26049115.0,,,-0.02508747606786832,,2025,4,2,True
2025-04-17,154.29,154.68,148.5,151.16,33046576.0,,,0.02363377801855493,,2025,4,2,True
2025-04-16,153.1,155.89,151.51,153.33,28187421.0,,,0.014355649642762813,,2025,4,2,True
2025-04-15,159.125,159.65,155.21,156.31,27551534.0,,,0.019435205113154552,,2025,4,2,True
2025-04-14,159.995,161.72,157.56,159.07,30332957.0,,,0.01765721962766298,,2025,4,2,True
2025-04-11,152.9,157.67,152.82,157.14,33636239.0,,,-0.012133023197334558,,2025,4,2,True
2025-04-10,156.54,157.72,149.93,152.82,48021972.0,,,-0.027491408934707917,,2025,4,2,True
2025-04-09,144.415,159.55,143.905,158.71,70406232.0,,,0.038542075644549145,,2025,4,2,True
2025-04-08,151.22,152.24,143.03,144.7,52200208.0,,,-0.08827421082477482,,2025,4,2,True
2025-04-07,141.55,152.85,140.53,146.75,76794136.0,,,0.014167242570836347,,2025,4,2,True
2025-04-04,148.01,151.07,145.38,145.6,62259539.0,,,-0.007836456558773408,,2025,4,2,True
2025-04-03,151.11,152.7799,150.39,150.72,46883371.0,,,0.03516483516483526,,2025,4,2,True
2025-04-02,155.15,158.4052,154.7,157.04,25041730.0,,,0.04193205944798306,,2025,4,2,True
2025-04-01,153.62,158.1,153.62,157.07,30672899.0,,,0.00019103413143151116,,2025,4,2,True
2025-03-31,153.11,155.54,150.662,154.64,54603464.0,,,-0.015470809193353308,,2025,3,1,False
2025-03-28,160.49,161.82,153.63,154.33,48669335.0,,,-0.0020046559751679682,,2025,3,1,False
2025-03-27,164.63,165.42,162.0,162.24,24508273.0,,,0.05125380677768421,,2025,3,1,False
2025-03-26,169.0,169.61,164.84,165.06,28939326.0,,,0.01738165680473358,,2025,3,1,False
2025-03-25,168.98,170.63,168.315,170.56,24174373.0,156.844,,0.03332121652732334,37342109.233333334,2025,3,1,False
2025-03-24,167.065,168.32,165.14,167.68,30879129.0,156.99233333333333,,-0.016885553470919246,37722741.6,2025,3,1,False
2025-03-21,161.205,164.24,160.8901,163.99,36625764.0,156.985,,-0.022006202290076327,38232206.6,2025,3,1,False
2025-03-20,161.57,164.89,160.96,162.8,28138464.0,156.944,,-0.00725654003292886,38312988.56666667,2025,3,1,False
2025-03-19,161.76,165.87,161.0,163.89,34275582.0,157.03033333333332,,0.006695331695331541,38448733.03333333,2025,3,1,False
2025-03-18,163.675,164.25,156.72,160.67,42074751.0,157.0926666666667,,-0.01964732442491912,38685189.43333333,2025,3,1,False
2025-03-17,165.03,166.3,163.67,164.29,31184335.0,157.23033333333336,,0.022530652891018965,38831035.333333336,2025,3,1,False
2025-03-14,163.27,166.49,162.45,165.49,31995894.0,157.393,,0.007304157282853607,38906039.06666667,2025,3,1,False
2025-03-13,166.035,166.13,162.11,162.76,31756214.0,157.41966666666667,,-0.016496465043205122,38096779.7,2025,3,1,False
2025-03-12,166.58,167.6399,163.53,167.11,28372396.0,157.68066666666667,,0.02672646841975923,37512727.86666667,2025,3,1,False
2025-03-11,164.91,166.75,161.37,164.04,39587414.0,157.97033333333331,,-0.01837113278678726,37794680.56666667,2025,3,1,False
2025-03-10,168.26,168.46,163.69,165.87,43377356.0,158.45033333333333,,0.01115581565471846,38341533.3,2025,3,1,False
2025-03-07,171.26,174.97,170.27,173.86,27385813.0,159.32333333333335,,0.04817025381322737,38386089.9,2025,3,1,False
2025-03-06,170.53,174.81,170.5,172.35,28301953.0,160.02966666666669,,-0.00868514897043604,38227935.8,2025,3,1,False
2025-03-05,170.52,173.78,169.06,173.02,30954922.0,160.686,,0.0038874383521902978,38320185.833333336,2025,3,1,False
2025-03-04,166.24,173.2946,165.8,170.92,45387996.0,161.17300000000003,,-0.012137325164720991,38914734.56666667,2025,3,1,False
2025-03-03,171.925,173.37,165.93,167.01,40770451.0,161.43766666666667,,-0.022876199391528185,39262651.03333333,2025,3,1,False
2025-02-28,168.68,170.61,166.77,170.28,48130565.0,161.8756666666667,,0.019579665888270315,39745795.233333334,2025,2,1,False
2025-02-27,173.99,174.56,167.94,168.5,39991015.0,162.39833333333337,,-0.010453370918487193,39478096.666666664,2025,2,1,False
2025-02-26,175.07,176.08,171.5807,172.73,35431268.0,162.86566666666667,,0.025103857566765475,38312264.53333333,2025,2,1,False
2025-02-25,178.04,178.74,174.6939,175.42,41913411.0,163.88966666666664,,0.015573438314131938,37969371.3,2025,2,1,False
2025-02-24,181.99,183.12,178.885,179.25,29854206.0,164.97299999999998,,0.021833314331319187,36404706.96666667,2025,2,1,False
2025-02-21,185.15,185.34,179.08,179.66,35199239.0,166.10833333333332,,0.002287308228730911,35502696.96666667,2025,2,1,False
2025-02-20,184.8,185.31,182.72,184.56,20441462.0,167.23633333333333,,0.027273739285316845,34621300.0,2025,2,1,False
2025-02-19,184.07,185.46,183.59,185.27,19549396.0,168.17733333333334,,0.003846987429562354,34438222.2,2025,2,1,False
2025-02-18,185.6,185.96,181.7401,183.77,29916675.0,169.06733333333335,,-0.008096291898310626,34413014.733333334,2025,2,1,False
2025-02-14,185.055,186.4,184.32,185.23,20448437.0,170.087,,0.007944713500571243,33274513.833333332,2025,2,1,False
2025-02-13,184.32,186.28,183.14,186.14,21402523.0,171.14733333333334,,0.004912811099713865,32365620.1,2025,2,1,False
2025-02-12,183.22,185.11,181.83,183.61,22072559.0,171.85966666666667,,-0.013591920060169627,32284429.633333333,2025,2,1,False
2025-02-11,185.03,186.94,184.28,185.32,21239519.0,172.535,,0.009313218234300757,32027769.4,2025,2,1,False
2025-02-10,187.35,188.2,185.86,186.47,23105649.0,173.06533333333334,,0.006205482408806473,31992145.266666666,2025,2,1,False
2025-02-07,191.05,191.18,183.24,185.34,49314961.0,173.654,,-0.006059956025097901,32606673.0,2025,2,1,False
2025-02-06,189.5,192.1,188.72,191.6,29297442.0,174.57433333333336,,0.03377576346174593,32362395.6,2025,2,1,False
2025-02-05,191.07,192.75,188.03,191.33,70461770.0,175.52533333333335,,-0.0014091858037577065,33773172.46666667,2025,2,1,False
2025-02-04,203.39,207.05,202.81,206.38,43856425.0,176.94166666666666,,0.07865990696702019,34092533.9,2025,2,1,False
2025-02-03,200.69,203.75,200.1,201.23,27838348.0,178.29366666666664,,-0.024953968407791516,33617987.13333333,2025,2,1,False
2025-01-31,202.0,205.48,201.8,204.02,32041952.0,179.618,,0.013864731898822313,33646574.36666667,2025,1,1,True
