date,Open,High,Low,Close,Volume,MA_20,MA_200,Daily % Change,Volume_Change,MA_Crossover,Trend Phase
2004-01-09,102.7,102.97,99.67,100.25,9138200.0,,,,,False,Pre-Pandemic
2004-01-10,130.8,134.24,128.9,132.58,15124800.0,,,32.249376558603494,65.51180757698451,False,Pre-Pandemic
2004-01-11,193.5,197.67,191.27,196.03,24425300.0,,,47.85789711872075,61.491722204591134,False,Pre-Pandemic
2004-01-12,181.77,182.5,179.55,179.96,15712400.0,,,-8.197724838034992,-35.67161918175007,False,Pre-Pandemic
2004-02-09,99.09,102.37,98.94,101.51,15118600.0,,,-43.593020671260284,-3.779180774420199,False,Pre-Pandemic
2004-02-11,198.73,199.25,193.34,194.87,22669900.0,,,91.97123436114667,49.947085047557316,False,Pre-Pandemic
2004-02-12,179.9,181.51,178.55,179.4,12509200.0,,,-7.938625750500328,-44.82022417390461,False,Pre-Pandemic
2004-03-09,100.95,101.74,99.32,100.01,5152400.0,,,-44.2530657748049,-58.81111501934576,False,Pre-Pandemic
2004-03-11,198.19,201.6,190.75,191.67,27749600.0,,,91.65083491650832,438.5761975001941,False,Pre-Pandemic
2004-03-12,180.0,181.06,177.6,180.4,11726600.0,,,-5.879897740908846,-57.741372848617644,False,Pre-Pandemic
2004-04-10,135.275,136.87,134.03,135.06,13022700.0,,,-25.133037694013304,11.052649531833602,False,Pre-Pandemic
2004-04-11,188.25,190.4,183.35,184.7,28790300.0,,,36.75403524359542,121.07781028511751,False,Pre-Pandemic
2004-05-10,134.66,138.53,132.24,138.37,14973200.0,,,-25.083919870059546,-47.99220570817254,False,Pre-Pandemic
2004-05-11,182.0,182.3,168.55,169.35,39626500.0,,,22.389246223892446,164.6495071193866,False,Pre-Pandemic
2004-06-10,137.67,138.45,136.0,137.08,13381400.0,,,-19.055211101269553,-66.23118367758948,False,Pre-Pandemic
2004-06-12,179.13,180.7,176.02,176.29,12495400.0,,,28.60373504522904,-6.621130823381705,False,Pre-Pandemic
2004-07-09,101.01,102.0,99.61,101.58,5847500.0,,,-42.379034545351416,-53.20277862253309,False,Pre-Pandemic
2004-07-10,136.56,139.88,136.55,138.85,14115000.0,,,36.690293364835604,141.3852073535699,False,Pre-Pandemic
2004-07-12,176.0,176.2,170.55,171.43,13728000.0,,,23.46416996759093,-2.741764080765141,False,Pre-Pandemic
2004-08-09,100.74,103.03,100.5,102.3,4985600.0,150.5845,,-40.3254972875226,-63.68298368298368,False,Pre-Pandemic
2004-08-10,138.73,139.68,137.02,137.73,11069500.0,152.45850000000002,,34.63343108504397,122.02944480102698,False,Pre-Pandemic
2004-08-11,170.86,175.44,169.4,172.55,22361200.0,154.45700000000002,,25.28134756407465,102.00731740367677,False,Pre-Pandemic
2004-08-12,170.57,173.68,168.73,169.98,15068500.0,153.15449999999998,,-1.4894233555491243,-32.61318712770335,False,Pre-Pandemic
2004-09-09,102.5,102.71,101.0,102.31,4061700.0,149.272,,-39.810565948935164,-73.04509407041179,False,Pre-Pandemic
2004-09-11,174.1,175.2,165.27,168.7,22106200.0,152.63150000000002,,64.89101749584594,444.2597926976389,False,Pre-Pandemic
2004-09-12,170.25,173.5,168.47,173.43,15292600.0,151.5595,,2.8037937166567994,-30.822122300531074,False,Pre-Pandemic
2004-10-09,101.47,106.56,101.3,105.33,8698800.0,147.856,,-39.26656287839474,-43.117586283561984,False,Pre-Pandemic
2004-10-11,170.67,172.52,166.33,167.86,21266700.0,151.24849999999998,,59.365802715275805,144.47854876534697,False,Pre-Pandemic
2004-10-12,173.43,174.88,171.29,171.65,8625700.0,150.2475,,2.2578339092100608,-59.44034570478729,False,Pre-Pandemic
2004-11-10,137.01,138.86,133.85,135.26,10472100.0,147.99050000000003,,-21.200116516166624,21.405798949650467,False,Pre-Pandemic
2004-11-11,169.32,183.75,167.57,183.02,29941000.0,150.3885,,35.309773769037434,185.91209022068162,False,Pre-Pandemic
2004-12-10,134.49,137.61,133.4,137.4,11665500.0,148.02349999999998,,-24.926237569664522,-61.03837547176113,False,Pre-Pandemic
2004-12-11,185.23,189.8,177.4,182.0,33458700.0,150.20499999999998,,32.45997088791847,186.81753889674684,False,Pre-Pandemic
2005-01-02,194.38,203.75,190.63,191.9,37640300.0,151.3325,,5.439560439560442,12.497795790033672,False,Pre-Pandemic
2005-01-03,189.29,189.75,185.39,186.06,18603700.0,153.7815,,-3.0432516935904097,-50.575048551685285,False,Pre-Pandemic
2005-01-04,181.76,182.95,179.99,180.04,12351600.0,153.969,,-3.2355154251316853,-33.60675564538237,False,Pre-Pandemic
2005-01-06,283.2,292.89,282.02,288.0,70313000.0,163.29000000000002,,59.96445234392358,469.26228180964415,False,Pre-Pandemic
2005-01-07,295.04,296.24,289.22,291.25,18436700.0,170.91,,1.128472222222232,-73.77910201527456,False,Pre-Pandemic
2005-01-08,288.48,292.5,288.1,291.6099,11313400.0,176.91899500000002,,0.12357081545064652,-38.63652388985014,False,Pre-Pandemic
2005-01-09,285.91,287.5,285.0,286.25,5478700.0,186.11649500000001,,-1.8380377346585264,-51.57335548994997,False,Pre-Pandemic
2005-01-11,371.86,383.9,369.01,379.38,32679400.0,198.198995,,32.53449781659388,496.480917005859,False,Pre-Pandemic
2005-01-12,409.2,415.44,408.29,414.0901,19470300.0,210.276,,9.14916442616902,-40.420264753942845,False,Pre-Pandemic
2005-02-02,215.55,216.8,203.66,205.96,65533000.0,212.075,,-50.26203234513456,236.57930283560086,False,Pre-Pandemic
2005-02-03,185.95,187.67,184.36,185.18,14556400.0,216.2185,,-10.089337735482617,-77.78767948972273,False,Pre-Pandemic
2005-02-05,222.05,223.7,220.21,222.29,19515200.0,218.898,,20.039961118911332,34.06611524827567,False,Pre-Pandemic
2005-02-06,288.73,289.78,284.6,287.9,35912200.0,224.62149999999997,,29.515497773179167,84.02168566040831,False,Pre-Pandemic
2005-02-08,291.6,299.52,291.12,299.19,14565800.0,234.3145,,3.921500521014254,-59.44052439004015,False,Pre-Pandemic
2005-02-09,286.51,289.99,286.44,288.45,6862100.0,240.344,,-3.589692168855918,-52.88895906850293,False,Pre-Pandemic
2005-02-11,381.7,385.0,377.17,379.68,21109600.0,250.7455,,31.627665106604262,207.62594541029716,False,Pre-Pandemic
2005-02-12,416.94,419.53,413.86,417.7,15071900.0,264.8675,,10.013695743784234,-28.601678857012924,False,Pre-Pandemic
2005-03-01,197.4,203.64,195.46,202.71,31656700.0,265.852,,-51.46995451280822,110.03788507089354,False,Pre-Pandemic
2005-03-02,205.99,213.37,205.81,210.86,25950200.0,269.525,,4.020521927877274,-18.026199824997548,False,Pre-Pandemic
2005-03-03,186.13,187.75,184.31,187.005,15201900.0,269.77525,,-11.313193588162774,-41.41894860155221,False,Pre-Pandemic
2005-03-05,221.54,228.15,221.32,226.19,35524800.0,271.48975,,20.95398518756184,133.68657865135282,False,Pre-Pandemic
2005-03-06,286.79,289.3,277.41,280.26,37527000.0,276.19975,,23.904681904593474,5.636062694230515,False,Pre-Pandemic
2005-03-08,298.0,299.72,295.6,297.3,11849300.0,282.06275,,6.080068507814174,-68.42460095397979,False,Pre-Pandemic
2005-03-10,313.63,320.11,312.79,318.68,18302200.0,283.59675000000004,,7.191389169189377,54.458069253036044,False,Pre-Pandemic
2005-03-11,382.41,386.58,381.38,385.95,14881900.0,288.33175,,21.108949416342405,-18.68791729955962,False,Pre-Pandemic
2005-04-01,201.33,202.93,193.48,194.5,27484200.0,283.476255,,-49.60487109729239,84.68206344619975,False,Pre-Pandemic
2005-04-02,206.47,207.75,202.6,204.36,29608900.0,279.381755,,5.069408740359904,7.730623412724391,False,Pre-Pandemic
2005-04-03,186.7,187.25,185.07,185.9,13534600.0,269.707755,,-9.03307888040713,-54.2887442627048,False,Pre-Pandemic
2005-04-04,179.95,185.32,179.84,185.29,16136600.0,258.26775000000004,,-0.32813340505648547,19.224801619552846,False,Pre-Pandemic
2005-04-05,227.18,229.88,226.999,228.5,24142800.0,259.39475000000004,,23.32020076636625,49.615160566662134,False,Pre-Pandemic
2005-04-08,295.55,299.0,295.25,297.73,10462500.0,265.02225,,30.29759299781183,-56.664098613251156,False,Pre-Pandemic
2005-04-10,319.58,321.28,310.74,311.0,18270300.0,269.45775,,4.457058408625247,74.62652329749105,False,Pre-Pandemic
2005-04-11,389.72,391.79,385.45,390.43,17632100.0,274.58425,,25.540192926045012,-3.4931008248359374,False,Pre-Pandemic
2005-05-01,193.45,196.9,192.23,193.51,16456700.0,269.30025,,-50.436697999641424,-6.666250758559677,False,Pre-Pandemic
2005-05-04,187.73,190.26,187.57,188.57,17455900.0,264.30625,,-2.552839646529892,6.0716911653004635,False,Pre-Pandemic
2005-05-05,228.62,228.62,225.88,226.98,15004100.0,256.67125,,20.36909370525535,-14.045680829977258,False,Pre-Pandemic
2005-05-07,292.0,295.98,290.23,295.71,14973000.0,250.57174999999998,,30.280200898757602,-0.20727667770809033,False,Pre-Pandemic
2005-05-08,297.5,298.51,291.31,292.35,11867500.0,255.05374999999998,,-1.136248351425373,-20.7406665330929,False,Pre-Pandemic
2005-05-10,312.69,314.9,308.0,310.71,16640100.0,260.04625,,6.280143663417115,40.21571518854012,False,Pre-Pandemic
2005-05-12,417.0,417.5,404.28,405.85,20558200.0,270.98850000000004,,30.62019246242478,23.54613253526121,False,Pre-Pandemic
2005-06-01,195.25,195.9,187.72,188.55,20753400.0,269.1065,,-53.541948995934455,0.9494994697979431,False,Pre-Pandemic
2005-06-04,189.24,189.65,187.58,189.22,10494600.0,264.5545,,0.3553434102359976,-49.431900315129084,False,Pre-Pandemic
2005-06-05,228.4,229.25,226.47,228.02,13514200.0,261.0905,,20.50523200507346,28.772892725782782,False,Pre-Pandemic
2005-06-06,282.39,293.75,281.83,290.94,45006700.0,259.70349999999996,,27.594070695553018,233.03266194077338,False,Pre-Pandemic
2005-06-07,297.3,297.6,291.38,291.525,15984500.0,254.98224999999996,,0.20107238605897582,-64.48417680034306,False,Pre-Pandemic
2005-06-09,289.0,289.39,286.8,287.11,8416100.0,259.61275,,-1.5144498756538782,-47.34836873220932,False,Pre-Pandemic
2005-06-10,313.98,314.48,310.09,312.75,15971600.0,265.03225000000003,,8.93037511755075,89.77436104609022,False,Pre-Pandemic
2005-06-12,408.7,416.41,401.7,404.54,30220300.0,275.96425,,29.34932054356516,89.21272759147487,False,Pre-Pandemic
2005-07-01,190.64,194.25,188.78,193.85,19306400.0,276.39225,,-52.08137637810848,-36.11446610391028,False,Pre-Pandemic
2005-07-02,205.26,206.4,195.51,196.03,25894800.0,274.76875,,1.1245808614908537,34.125471346289316,False,Pre-Pandemic
2005-07-03,187.78,189.6,187.03,188.81,17317400.0,269.32275,,-3.68310972810284,-33.12402490075227,False,Pre-Pandemic
2005-07-04,188.78,194.62,188.64,193.76,19365000.0,263.46075,,2.621683173560707,11.823945857923235,False,Pre-Pandemic
2005-07-06,297.1,299.59,290.3,293.12,48597300.0,258.59524999999996,,51.27993393889349,150.9542989930287,False,Pre-Pandemic
2005-07-07,289.39,295.8,288.51,295.54,21322800.0,263.69674999999995,,0.8256004366812286,-56.12348834194491,False,Pre-Pandemic
2005-07-09,285.89,295.5,285.28,294.87,14984000.0,269.01175,,-0.22670366109495133,-29.727803102782,False,Pre-Pandemic
2005-07-10,314.79,316.67,310.54,312.99,13527000.0,273.31225000000006,,6.1450808831010395,-9.723705285638019,False,Pre-Pandemic
2005-07-11,395.1,397.47,392.15,395.03,19163800.0,278.27825,,26.21170005431481,41.67073260885636,False,Pre-Pandemic
2005-07-12,406.16,406.7,399.01,404.22,23308400.0,283.87175,,2.326405589448921,21.627234682056784,False,Pre-Pandemic
2005-08-02,196.96,200.02,194.53,198.64,22937000.0,278.26824999999997,,-50.85844342189898,-1.5934169655574815,False,Pre-Pandemic
2005-08-03,189.1,189.85,184.97,185.2,16076100.0,267.23574999999994,,-6.766008860249695,-29.911932685181153,False,Pre-Pandemic
2005-08-04,193.69,195.1,191.45,192.05,10222900.0,267.41075,,3.698704103671724,-36.4093281330671,False,Pre-Pandemic
2005-08-06,292.85,293.19,278.0,279.56,51350300.0,271.92775,,45.56625878677427,402.30658619374145,False,Pre-Pandemic
2005-08-07,296.25,297.5,294.05,296.23,14900200.0,275.33824999999996,,5.962941765631702,-70.98322697238379,False,Pre-Pandemic
2005-08-08,293.6,295.65,290.49,291.25,8954600.0,275.35375,,-1.6811261519765086,-39.90282009637455,False,Pre-Pandemic
2005-08-09,294.83,299.28,293.36,295.39,13213300.0,275.547,,1.421459227467814,47.558796596162864,False,Pre-Pandemic
2005-08-11,394.25,395.59,388.58,389.9,15779200.0,280.68649999999997,,31.994989674667384,19.419070179289054,False,Pre-Pandemic
2005-08-12,405.3,410.65,402.64,410.65,17802100.0,285.5815,,5.321877404462683,12.820041573717301,False,Pre-Pandemic
2005-09-02,200.76,201.6,189.46,191.58,34308600.0,274.9335,,-53.34713259466699,92.72220693064301,False,Pre-Pandemic
2005-09-03,184.21,184.65,180.16,181.35,22698000.0,274.3085,,-5.339805825242728,-33.84166069148843,False,Pre-Pandemic
2005-09-05,228.0,228.5,225.43,226.02,11062500.0,275.808,,24.631927212572393,-51.26222574676183,False,Pre-Pandemic
2005-09-06,284.72,288.5,280.56,286.31,32849300.0,280.683,,26.674630563666923,196.94282485875706,False,Pre-Pandemic
2005-09-08,291.96,292.68,288.51,291.57,11547000.0,285.5735,,1.8371695015891865,-64.84856602728216,False,Pre-Pandemic
2005-09-09,297.28,299.1,296.56,299.09,8772200.0,285.872,,2.5791405151421642,-24.030484108426432,False,Pre-Pandemic
2005-09-11,386.67,388.29,378.03,379.15,20912800.0,290.0525,,26.767862516299434,138.39857732381842,False,Pre-Pandemic
2005-09-12,415.0,415.78,408.56,409.2,15271500.0,295.769,,7.925623104312285,-26.975345243104698,False,Pre-Pandemic
2005-10-01,194.5,198.1,191.83,195.06,15064100.0,289.8725,,-52.33137829912023,-1.3580853223324474,False,Pre-Pandemic
2005-10-02,191.97,192.21,185.25,187.98,37927400.0,279.52,,-3.6296524146416598,151.77342157845476,False,Pre-Pandemic
2005-10-03,181.01,181.2,177.4,179.98,21899000.0,268.308,,-4.255771890626658,-42.260740256384565,False,Pre-Pandemic
2005-10-05,225.47,227.8,224.72,227.8,12678900.0,269.76599999999996,,26.569618846538525,-42.10283574592447,False,Pre-Pandemic
2005-10-06,286.99,287.28,280.02,282.5,25367800.0,274.63100000000003,,24.012291483757675,100.07887119545069,False,Pre-Pandemic
2005-10-08,291.3,292.33,284.88,285.68,13744200.0,279.3125,,1.1256637168141514,-45.820291866066434,False,Pre-Pandemic
